timestamp,label,accuracy
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:20,none,0
2024-09-02 10:10:21,none,0
2024-09-02 10:10:21,none,0
2024-09-02 10:10:21,none,0
2024-09-02 10:10:21,none,0
2024-09-02 10:10:21,none,0
2024-09-02 10:10:21,none,0
2024-09-02 10:10:21,none,0
2024-09-02 10:10:21,none,0
2024-09-02 10:10:21,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:22,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:23,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:24,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:25,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:26,none,0
2024-09-02 10:10:27,none,0
2024-09-02 10:10:27,none,0
2024-09-02 10:10:27,none,0
2024-09-02 10:10:27,none,0
2024-09-02 10:10:27,none,0
2024-09-02 10:10:27,none,0
2024-09-02 10:10:27,none,0
2024-09-02 10:10:27,none,0
2024-09-02 10:10:27,none,0
2024-09-02 10:10:27,none,0
2024-09-02 10:10:27,none,0
2024-09-02 10:10:27,none,0
2024-09-02 10:10:27,none,0
2024-09-02 10:10:27,none,0
2024-09-02 10:10:27,none,0
2024-09-02 10:10:27,none,0
2024-09-02 10:10:27,none,0
2024-09-02 10:10:28,none,0
2024-09-02 10:10:28,none,0
2024-09-02 10:10:28,none,0
2024-09-02 10:10:28,none,0
2024-09-02 10:10:28,none,0
2024-09-02 10:10:28,none,0
2024-09-02 10:10:28,none,0
2024-09-02 10:10:28,none,0
2024-09-02 10:10:28,none,0
2024-09-02 10:10:28,none,0
2024-09-02 10:10:29,none,0
2024-09-02 10:10:29,none,0
2024-09-02 10:10:29,none,0
2024-09-02 10:10:29,none,0
2024-09-02 10:10:29,none,0
2024-09-02 10:10:29,none,0
2024-09-02 10:10:30,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:07,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:08,none,0
2024-09-02 10:11:09,none,0
2024-09-02 10:11:09,none,0
2024-09-02 10:11:09,none,0
2024-09-02 10:11:09,none,0
2024-09-02 10:11:09,none,0
2024-09-02 10:11:09,none,0
2024-09-02 10:11:09,none,0
2024-09-02 10:11:09,none,0
2024-09-02 10:11:09,none,0
2024-09-02 10:11:09,none,0
2024-09-02 10:11:09,none,0
2024-09-02 10:11:09,none,0
2024-09-02 10:11:09,none,0
2024-09-02 10:11:09,none,0
2024-09-02 10:11:09,none,0
2024-09-02 10:11:09,none,0
2024-09-02 10:11:10,none,0
2024-09-02 10:11:10,none,0
2024-09-02 10:11:10,none,0
2024-09-02 10:11:10,none,0
2024-09-02 10:11:10,none,0
2024-09-02 10:11:10,none,0
2024-09-02 10:11:10,none,0
2024-09-02 10:11:10,none,0
2024-09-02 10:11:11,none,0
2024-09-02 10:11:11,none,0
2024-09-02 10:11:11,none,0
2024-09-02 10:11:11,none,0
2024-09-02 10:11:11,none,0
2024-09-02 10:15:41,none,0.9583753126959758
2024-09-02 10:15:41,none,0.9583753126959758
2024-09-02 10:15:41,jaewook,0.9601565853525235
2024-09-02 10:15:41,none,0.9576948138736463
2024-09-02 10:15:41,none,0.9583753126959758
2024-09-02 10:15:41,none,0.9583753126959758
2024-09-02 10:15:41,none,0.9583753126959758
2024-09-02 10:15:41,jaewook,0.9536105722573488
2024-09-02 10:15:41,jaewook,0.9626295435108811
2024-09-02 10:15:42,jaewook,0.9695680919238444
2024-09-02 10:15:42,jaewook,0.9711367943715564
2024-09-02 10:15:42,jaewook,0.9746615911048094
2024-09-02 10:15:43,jaewook,0.9559817822375841
2024-09-02 10:15:44,jaewook,0.9580514246835791
2024-09-02 10:15:44,jaewook,0.9784658239471914
2024-09-02 10:15:44,jaewook,0.9786555727239912
2024-09-02 10:15:44,jaewook,0.9740151460961982
2024-09-02 10:15:44,jaewook,0.989772708325987
2024-09-02 10:15:44,jaewook,0.9928019135611424
2024-09-02 10:15:45,jaewook,0.981581762912013
2024-09-02 10:15:45,jaewook,0.988665977249628
2024-09-02 10:15:45,jaewook,0.9638988045781774
2024-09-02 10:18:37,none,0.9956765196172385
2024-09-02 10:18:38,none,0.9974595035526037
2024-09-02 10:19:20,none,0.9860943077090434
2024-09-02 10:19:24,none,0.9617528000925935
2024-09-02 10:21:57,none,0.9654415629133689
2024-09-02 10:22:59,none,0.998398551319178
2024-09-02 10:25:27,none,0.9523252602792825
2024-09-02 10:25:31,none,0.97745580306131
2024-09-02 10:26:48,jaewook,0.9824781423216332
2024-09-02 10:30:16,none,0.9631462911967218
2024-09-02 10:31:07,none,0.9806990140178541
2024-09-02 10:31:09,none,0.9687985509595399
2024-09-02 10:31:10,none,0.9608943758411287
2024-09-02 10:31:12,none,0.9831245530586512
2024-09-02 10:42:16,none,0.9543919874853868
2024-09-02 10:42:19,jaewook,0.9984417086877667
2024-09-02 10:42:20,jaewook,0.9914956758643777
2024-09-02 10:42:21,jaewook,0.9968461645368055
2024-09-02 10:42:22,jaewook,0.9887202427087515
2024-09-02 10:42:23,jaewook,0.9996146007235308
2024-09-02 10:42:24,jaewook,0.9969533750090233
2024-09-02 10:42:25,none,0.957135940830808
2024-09-02 10:42:26,none,0.9843754968179779
